ID,Data da Compra,Nome Cliente,Idade,Gênero,Cidade Cliente,Estado Cliente,Carro Vendido,Marca,Ano do Carro,Valor do Carro,Cor,Automático,Portas,Empréstimo,Tipo Cliente,Nome Loja
1017,2022-09-07,Regina Martinez,69,Masculino,Maringá,PR,Ka,Ford,2016,71870.67,Amarelo,Sim,2,Sim,PJ,AutoCenter
1018,2020-01-31,Brandon Smith,45,Feminino,Anápolis,GO,Ka,Ford,2015,37121.69,Vermelho,Sim,2,Não,PF,Super Carros
1019,2020-12-01,John Watkins,64,Feminino,Volta Redonda,RJ,Polo,Volkswagen,2015,34339.08,Cinza,Não,2,Sim,PF,AutoCenter
1020,2022-02-12,Kathryn Webb MD,69,Feminino,Campinas,SP,Creta,Hyundai,2018,207973.1,Vermelho,Não,4,Sim,PF,Top Car Veículos
1021,2022-03-12,Jessica Smith,28,Masculino,Vila Velha,ES,Tracker,Chevrolet,2019,180325.04,Prata,Não,4,Sim,PF,Super Carros
1022,2024-12-02,Phillip Cervantes,60,Feminino,Betim,MG,HR-V,Honda,2019,212220.91,Verde,Não,4,Sim,PF,Super Carros
1023,2021-02-13,Rebecca Cooper,23,Feminino,Itabuna,BA,Hilux,Toyota,2019,283159.41,Prata,Sim,4,Sim,PF,Carro Ideal
1024,2024-06-13,Benjamin Stanley,26,Feminino,Contagem,MG,Yaris,Toyota,2016,134588.65,Cinza,Sim,2,Não,PJ,Top Car Veículos
1025,2020-02-11,Pedro Porter,18,Masculino,Passo Fundo,RS,HR-V,Honda,2020,93733.4,Prata,Sim,4,Não,PF,Carros do Brasil
1026,2019-04-22,Marcus Martin,49,Feminino,Lages,SC,i30,Hyundai,2018,434149.29,Branco,Sim,4,Não,PJ,Brasil Carros
1027,2019-05-29,Angela Baker,18,Feminino,Recife,PE,HB20,Hyundai,2019,36831.16,Vermelho,Sim,4,Sim,PF,Fácil Carro
1028,2023-01-16,Kristen Morris,49,Masculino,Foz do Iguaçu,PR,HB20,Hyundai,2016,67549.15,Prata,Não,2,Não,PJ,AutoCenter
1029,2020-03-14,Anthony Walton,33,Masculino,Aparecida de Goiânia,GO,HR-V,Honda,2019,125935.25,Vermelho,Não,4,Sim,PF,Meu Carro Novo
1030,2021-11-03,Edwin Taylor,48,Feminino,Foz do Iguaçu,PR,Onix,Chevrolet,2017,36313.65,Preto,Sim,4,Não,PJ,Fácil Carro
1031,2019-06-08,Carl Morris,54,Feminino,Duque de Caxias,RJ,Ranger,Ford,2016,244118.66,Bege,Sim,2,Não,PF,Super Carros
1032,2024-08-08,Heather Campbell,50,Feminino,Santos,SP,Corolla,Toyota,2024,119742.84,Azul,Sim,2,Não,PF,Meu Carro Novo
1033,2020-05-15,Brian Saunders,55,Feminino,Passo Fundo,RS,Focus,Ford,2019,64536.88,Branco,Sim,4,Sim,PF,Carros & Cia
1034,2019-12-28,Maria Snyder,61,Masculino,Petrolina,PE,Tracker,Chevrolet,2015,116017.75,Preto,Sim,4,Não,PJ,AutoCenter
1035,2023-01-17,Susan Orr,42,Masculino,Caxias do Sul,RS,T-Cross,Volkswagen,2019,144379.43,Amarelo,Sim,2,Não,PF,Meu Carro Novo
1036,2019-06-03,Brian Patterson,37,Masculino,Santa Maria,RS,Cobalt,Chevrolet,2015,299688.51,Vermelho,Não,2,Não,PF,Carros & Cia
1037,2020-07-15,Janice Valentine,53,Feminino,Petrolina,PE,Focus,Ford,2020,261821.03,Preto,Sim,2,Não,PF,Meu Carro Novo
1038,2020-12-16,Sharon Dyer,60,Masculino,Criciúma,SC,Cobalt,Chevrolet,2019,160945.56,Branco,Sim,4,Não,PJ,AutoCenter
1039,2024-04-05,Elizabeth Torres,18,Feminino,Curitiba,PR,Onix,Chevrolet,2016,47081.58,Preto,Não,2,Sim,PJ,Viva Carros
1040,2024-11-18,Jennifer Green,23,Masculino,Vitória,ES,Fit,Honda,2023,70491.81,Bege,Sim,4,Não,PJ,Carros do Brasil
1041,2019-05-25,Joshua Hunt,35,Masculino,Anápolis,GO,i30,Hyundai,2018,173918.32,Cinza,Sim,2,Sim,PJ,Top Car Veículos
1042,2019-03-09,Jennifer Thompson,36,Masculino,Luziânia,GO,Onix,Chevrolet,2019,63858.0,Cinza,Sim,2,Não,PJ,Carros do Brasil
1043,2021-04-25,David Nelson,30,Feminino,Recife,PE,Focus,Ford,2019,139206.33,Cinza,Não,4,Sim,PF,AutoCenter
1044,2020-12-30,Dana Olson,64,Masculino,Blumenau,SC,Creta,Hyundai,2016,170690.93,Cinza,Não,4,Sim,PJ,Carros do Brasil
1045,2023-06-18,Chad Holmes,27,Masculino,Vila Velha,ES,Civic,Honda,2015,135366.41,Amarelo,Não,2,Não,PJ,Super Carros
1046,2023-07-18,Sherri Carroll,70,Feminino,Florianópolis,SC,HB20,Hyundai,2023,91118.96,Preto,Sim,4,Não,PJ,Top Car Veículos
1047,2019-05-16,Jamie Williams,26,Masculino,Serra,ES,Creta,Hyundai,2018,160872.36,Cinza,Sim,4,Sim,PF,AutoCenter
1048,2024-11-10,Kristin Lane,41,Feminino,Foz do Iguaçu,PR,Polo,Volkswagen,2016,101422.29,Vermelho,Sim,2,Não,PJ,AutoCenter
1049,2023-01-08,Bryan Simon,53,Feminino,Recife,PE,HB20,Hyundai,2016,91927.93,Cinza,Sim,2,Não,PF,Carros do Brasil
1050,2020-08-26,Mary Stevens,36,Feminino,Uberlândia,MG,Hilux,Toyota,2017,251957.6,Verde,Sim,4,Não,PJ,Carros & Cia
1051,2023-02-01,John Carter,36,Feminino,Uberlândia,MG,Ranger,Ford,2020,231821.62,Verde,Não,4,Não,PJ,Top Car Veículos
1052,2024-07-09,Christina Gentry,35,Feminino,Caxias do Sul,RS,Gol,Volkswagen,2016,101472.45,Branco,Não,4,Não,PF,Fácil Carro
1053,2020-04-11,Randall Lewis,31,Feminino,Contagem,MG,Cobalt,Chevrolet,2016,248945.43,Amarelo,Sim,2,Sim,PF,AutoCenter
1054,2024-07-29,Tiffany Nelson,43,Masculino,Betim,MG,Ka,Ford,2023,43714.97,Azul,Sim,2,Sim,PJ,Carros do Brasil
1055,2024-01-13,Cameron Davis,39,Feminino,Rio de Janeiro,RJ,Tracker,Chevrolet,2022,200965.73,Vermelho,Sim,2,Não,PJ,Brasil Carros
1056,2023-10-24,Lindsey Mason,28,Masculino,Betim,MG,Ka,Ford,2022,60572.28,Bege,Sim,4,Sim,PJ,Brasil Carros
1057,2023-09-28,Juan Carson,30,Masculino,Campinas,SP,Polo,Volkswagen,2021,61880.01,Amarelo,Sim,2,Sim,PF,Brasil Carros
1058,2024-03-12,Donald Brown,42,Masculino,Santos,SP,Civic,Honda,2018,118656.0,Azul,Não,4,Sim,PF,AutoCenter
1059,2021-09-20,Kevin Mclaughlin,59,Masculino,Lages,SC,Creta,Hyundai,2015,182450.27,Vermelho,Sim,4,Não,PJ,AutoCenter
1060,2024-07-08,Kevin Thompson,42,Feminino,Belo Horizonte,MG,Polo,Volkswagen,2019,65344.63,Branco,Sim,2,Sim,PJ,Carros & Cia
1061,2020-02-20,Paul Maxwell,59,Masculino,Londrina,PR,Fit,Honda,2015,39653.91,Amarelo,Sim,4,Não,PF,Fácil Carro
1062,2020-03-10,Karen Davis,37,Masculino,Belo Horizonte,MG,Virtus,Volkswagen,2016,115116.89,Bege,Sim,2,Não,PF,Top Car Veículos
1063,2023-04-13,Christine Bishop,43,Masculino,Caruaru,PE,S10,Chevrolet,2023,171448.46,Prata,Sim,2,Não,PJ,Fácil Carro
1064,2024-04-22,Cheyenne Mitchell,32,Masculino,Santa Maria,RS,Onix,Chevrolet,2015,62699.81,Cinza,Não,4,Sim,PF,Carros do Brasil
1065,2019-12-09,Jean Butler,30,Feminino,Vila Velha,ES,Civic,Honda,2015,99181.38,Azul,Sim,2,Não,PF,Fácil Carro
1066,2022-11-12,Alexis Turner,20,Masculino,Niterói,RJ,HB20,Hyundai,2017,69700.88,Bege,Não,2,Não,PF,Brasil Carros
1067,2021-09-08,Jason Butler,50,Feminino,Criciúma,SC,Tracker,Chevrolet,2018,208332.06,Preto,Não,2,Não,PF,Viva Carros
1068,2022-04-02,Darrell Mccarthy,41,Feminino,Ilhéus,BA,Cobalt,Chevrolet,2016,518248.23,Cinza,Sim,4,Não,PJ,Carros & Cia
1069,2022-05-05,David Holland,62,Masculino,Blumenau,SC,Ka,Ford,2017,84639.79,Bege,Sim,2,Sim,PF,Fácil Carro
1070,2023-01-16,Sarah Ford,61,Masculino,Anápolis,GO,Corolla,Toyota,2018,139878.19,Branco,Sim,4,Não,PJ,Viva Carros
1071,2022-04-19,Thomas Vasquez,33,Feminino,Rio Verde,GO,Cobalt,Chevrolet,2017,291232.1,Branco,Não,2,Sim,PJ,Carro Ideal
1072,2022-08-27,Mary Anderson,28,Feminino,São Paulo,SP,Cobalt,Chevrolet,2021,301024.73,Verde,Sim,4,Não,PJ,Brasil Carros
1073,2021-04-06,Hayden Perez,19,Feminino,Jaboatão dos Guararapes,PE,HB20,Hyundai,2020,62999.3,Cinza,Sim,4,Sim,PF,Meu Carro Novo
1074,2020-12-28,Jordan Werner,32,Masculino,Santa Maria,RS,T-Cross,Volkswagen,2020,106056.06,Preto,Não,4,Sim,PF,Super Carros
1075,2019-04-18,Matthew Taylor,24,Masculino,Anápolis,GO,Cobalt,Chevrolet,2018,249236.44,Bege,Sim,2,Não,PF,Viva Carros
1076,2024-12-20,Michele Ray,59,Feminino,Londrina,PR,Onix,Chevrolet,2023,89758.9,Vermelho,Sim,2,Não,PF,Viva Carros
1077,2024-03-09,Kenneth Neal,44,Masculino,Uberlândia,MG,S10,Chevrolet,2017,316932.35,Verde,Sim,2,Sim,PF,Viva Carros
1078,2020-12-28,Christopher Young,64,Masculino,Florianópolis,SC,Ranger,Ford,2017,182826.49,Azul,Não,2,Não,PF,Carro Ideal
1079,2021-01-22,Matthew James,26,Masculino,Sorocaba,SP,Ka,Ford,2016,46425.89,Preto,Não,4,Sim,PJ,Carros do Brasil
1080,2020-09-07,Michele Prince,37,Feminino,Santos,SP,HR-V,Honda,2020,191970.18,Verde,Sim,4,Não,PF,Super Carros
1081,2024-10-14,Monica Clayton,33,Masculino,Londrina,PR,Gol,Volkswagen,2024,76060.67,Verde,Sim,4,Sim,PJ,Viva Carros
1082,2023-04-13,Tyler Barr,43,Feminino,Itabuna,BA,Creta,Hyundai,2019,247680.09,Vermelho,Sim,2,Não,PJ,Top Car Veículos
1083,2023-02-18,Shirley Singleton,31,Feminino,Petrolina,PE,HR-V,Honda,2016,217269.84,Prata,Sim,4,Sim,PF,Fácil Carro
1084,2022-10-26,Lee Reyes,70,Masculino,Duque de Caxias,RJ,Fit,Honda,2019,57438.12,Amarelo,Sim,2,Não,PJ,Meu Carro Novo
1085,2019-10-27,Michael Nichols,63,Masculino,São Bernardo do Campo,SP,Creta,Hyundai,2017,165050.45,Vermelho,Sim,2,Sim,PJ,Carro Ideal
1086,2021-02-25,David Walker,27,Masculino,Uberlândia,MG,Ranger,Ford,2015,279085.14,Prata,Sim,4,Não,PF,Carros do Brasil
1087,2019-09-30,Michael Wilson,69,Masculino,Criciúma,SC,HB20,Hyundai,2017,68612.12,Cinza,Não,2,Sim,PJ,Carros & Cia
1088,2024-02-19,Wayne Alvarado,23,Feminino,Anápolis,GO,i30,Hyundai,2024,75093.07,Branco,Sim,2,Sim,PJ,Meu Carro Novo
1089,2023-12-07,Thomas Wells,50,Masculino,Florianópolis,SC,Cobalt,Chevrolet,2022,206713.47,Prata,Sim,2,Não,PJ,Fácil Carro
1090,2020-08-29,Ann Sanchez,26,Masculino,Juiz de Fora,MG,T-Cross,Volkswagen,2018,148607.48,Prata,Sim,4,Não,PF,Brasil Carros
1091,2019-11-08,Amy Lynn,35,Feminino,Blumenau,SC,Onix,Chevrolet,2015,49065.38,Branco,Sim,4,Não,PJ,Carro Ideal
1092,2020-10-12,Kaitlyn Vaughn,34,Feminino,Campinas,SP,HR-V,Honda,2019,191795.13,Vermelho,Sim,2,Sim,PJ,Carro Ideal
1093,2022-07-12,Kelsey Calderon,28,Feminino,Goiânia,GO,Ka,Ford,2017,42998.42,Azul,Não,4,Não,PJ,Fácil Carro
1094,2019-10-20,Michael Brown,37,Masculino,Aparecida de Goiânia,GO,Creta,Hyundai,2016,127805.75,Cinza,Não,4,Não,PF,Brasil Carros
1095,2021-03-29,Janet Franklin,67,Feminino,Goiânia,GO,Ka,Ford,2019,74943.58,Bege,Sim,2,Sim,PF,Carro Ideal
1096,2023-12-15,Emily Sanchez,32,Masculino,Foz do Iguaçu,PR,HR-V,Honda,2020,169681.12,Preto,Não,4,Não,PJ,Top Car Veículos
1097,2023-05-16,Penny Rowland,24,Feminino,Betim,MG,S10,Chevrolet,2022,324610.68,Verde,Sim,2,Sim,PJ,Top Car Veículos
1098,2020-03-30,Joseph Reese,28,Feminino,Cabo Frio,RJ,Ka,Ford,2020,42643.38,Branco,Sim,4,Não,PJ,Meu Carro Novo
1099,2021-06-03,Diane Lee,35,Masculino,Uberlândia,MG,Virtus,Volkswagen,2019,131379.16,Cinza,Não,2,Sim,PF,Carro Ideal
1100,2024-11-26,Nicholas Vasquez,36,Masculino,Petrolina,PE,S10,Chevrolet,2023,290384.85,Prata,Não,2,Sim,PJ,Carros do Brasil
1101,2020-11-22,Thomas Fritz,66,Masculino,Juiz de Fora,MG,Ka,Ford,2019,58006.76,Prata,Sim,4,Sim,PF,Super Carros
1102,2019-04-21,Maxwell Wilson,60,Masculino,Santa Maria,RS,HB20,Hyundai,2017,34654.42,Verde,Sim,2,Não,PJ,Fácil Carro
1103,2019-06-11,Gilbert Chen,40,Masculino,Joinville,SC,Focus,Ford,2017,42589.01,Azul,Sim,4,Não,PF,AutoCenter
1104,2019-05-24,Gerald Prince,27,Feminino,Blumenau,SC,Corolla,Toyota,2018,101578.84,Preto,Sim,4,Não,PJ,Carros do Brasil
1105,2022-02-02,Jennifer Davis,38,Feminino,Florianópolis,SC,Focus,Ford,2020,45677.26,Amarelo,Sim,2,Não,PF,Fácil Carro
1106,2024-11-08,Michelle Russell,53,Masculino,Vitória da Conquista,BA,Creta,Hyundai,2016,221154.07,Preto,Sim,4,Não,PJ,Viva Carros
1107,2024-06-23,Scott Harris,52,Masculino,Volta Redonda,RJ,Creta,Hyundai,2023,192387.68,Verde,Não,2,Sim,PF,Viva Carros
1108,2023-10-21,Michael Stewart DDS,26,Masculino,Rio Verde,GO,Fit,Honda,2020,75822.69,Branco,Não,4,Não,PF,Carros & Cia
1109,2024-10-30,Kenneth Austin,38,Feminino,Feira de Santana,BA,i30,Hyundai,2021,77122.06,Vermelho,Sim,2,Sim,PJ,Meu Carro Novo
1110,2024-01-02,Holly Rodriguez,61,Feminino,Guarapari,ES,Civic,Honda,2019,182143.9,Verde,Não,2,Não,PF,Super Carros
1111,2023-08-31,Ashley Nash,66,Masculino,Salvador,BA,Civic,Honda,2018,164415.52,Bege,Não,2,Sim,PJ,Carro Ideal
1112,2023-08-27,Hannah Peterson,28,Masculino,Vila Velha,ES,HB20,Hyundai,2022,92923.15,Preto,Não,2,Não,PF,Meu Carro Novo
1113,2024-07-11,James Mendoza,59,Masculino,Belo Horizonte,MG,Yaris,Toyota,2016,145392.12,Prata,Não,2,Sim,PF,Carro Ideal
1114,2021-06-11,Shannon Scott,63,Masculino,Foz do Iguaçu,PR,S10,Chevrolet,2021,197175.47,Prata,Sim,2,Sim,PJ,Meu Carro Novo
1115,2019-08-15,Jocelyn Clark,24,Feminino,Criciúma,SC,HR-V,Honda,2018,139095.3,Verde,Não,4,Não,PF,Viva Carros
1116,2019-10-30,Diana Joyce,41,Feminino,Betim,MG,S10,Chevrolet,2019,197902.58,Vermelho,Sim,2,Não,PF,Brasil Carros
1117,2019-05-25,Rachel Welch,49,Masculino,Olinda,PE,Ka,Ford,2019,58184.56,Preto,Sim,2,Não,PJ,Carros do Brasil
1118,2021-11-03,David Murphy,30,Feminino,Cachoeiro de Itapemirim,ES,Civic,Honda,2019,103752.62,Vermelho,Sim,4,Sim,PF,Carro Ideal
1119,2024-04-24,Julie Lawson,45,Masculino,Petrolina,PE,Creta,Hyundai,2019,143028.01,Branco,Sim,4,Não,PJ,Top Car Veículos
1120,2024-04-11,Johnny Parker,44,Feminino,Vila Velha,ES,Ranger,Ford,2020,295696.48,Preto,Não,2,Não,PJ,Carros do Brasil
1121,2020-05-09,Martin Mcguire,30,Masculino,Sorocaba,SP,Yaris,Toyota,2018,113565.78,Branco,Sim,2,Não,PJ,Viva Carros
1122,2021-09-18,Alexander James,35,Feminino,Ilhéus,BA,S10,Chevrolet,2017,233359.51,Prata,Sim,4,Sim,PJ,Meu Carro Novo
1123,2020-07-01,Elizabeth Murray,52,Masculino,Santos,SP,Civic,Honda,2018,125250.35,Preto,Sim,4,Não,PJ,AutoCenter
1124,2020-12-03,Evelyn Stephenson,27,Feminino,Criciúma,SC,Tracker,Chevrolet,2019,152758.57,Cinza,Não,4,Sim,PF,Viva Carros
1125,2023-08-29,Tina Graham,22,Feminino,Itabuna,BA,HB20,Hyundai,2023,53395.21,Verde,Não,4,Não,PJ,Brasil Carros
1126,2021-09-03,Rachel Goodman,23,Feminino,São Paulo,SP,Cobalt,Chevrolet,2021,424332.77,Bege,Sim,4,Sim,PJ,Meu Carro Novo
1127,2020-11-12,Jessica Campbell,65,Feminino,Rio de Janeiro,RJ,i30,Hyundai,2016,115304.94,Preto,Não,4,Não,PF,Carros & Cia
1128,2020-05-03,John Clarke,35,Masculino,São Bernardo do Campo,SP,Ka,Ford,2020,43641.64,Bege,Sim,4,Sim,PF,Super Carros
1129,2019-12-19,Amanda Perkins,70,Masculino,Vitória da Conquista,BA,Civic,Honda,2016,119528.47,Branco,Sim,4,Sim,PJ,Fácil Carro
1130,2024-07-26,Evan Bradshaw,37,Masculino,Passo Fundo,RS,Cobalt,Chevrolet,2020,298189.56,Vermelho,Sim,2,Não,PF,Carros & Cia
1131,2023-09-15,Diane Barry,59,Masculino,Santos,SP,Creta,Hyundai,2020,242858.7,Prata,Sim,2,Não,PF,Meu Carro Novo
1132,2023-11-11,Brittany Gordon,63,Feminino,Olinda,PE,HR-V,Honda,2018,264892.01,Preto,Não,4,Sim,PJ,Carro Ideal
1133,2023-12-25,David Wilkinson,26,Feminino,Santos,SP,i30,Hyundai,2022,446816.74,Prata,Sim,4,Não,PF,Carro Ideal
1134,2021-07-07,Natalie Davis,28,Feminino,Curitiba,PR,i30,Hyundai,2020,165936.21,Bege,Sim,2,Não,PJ,Top Car Veículos
1135,2023-09-27,Olivia Malone,66,Masculino,Aparecida de Goiânia,GO,Yaris,Toyota,2020,120297.18,Branco,Sim,4,Não,PJ,AutoCenter
1136,2022-03-27,Jessica Cruz,25,Masculino,Ponta Grossa,PR,Gol,Volkswagen,2020,81680.65,Verde,Sim,2,Não,PF,Carro Ideal
1137,2020-04-17,Debra Johnson,36,Feminino,São Bernardo do Campo,SP,HR-V,Honda,2016,167447.93,Branco,Sim,4,Sim,PJ,Super Carros
1138,2024-03-13,Elijah Jones,54,Feminino,Petrolina,PE,i30,Hyundai,2019,161034.99,Prata,Sim,2,Não,PJ,Meu Carro Novo
1139,2022-10-26,Rachel Beard,52,Masculino,Juiz de Fora,MG,Fit,Honda,2022,74811.17,Verde,Sim,4,Sim,PJ,Top Car Veículos
1140,2019-10-03,John Burton,56,Masculino,Duque de Caxias,RJ,Fit,Honda,2017,68280.45,Prata,Sim,4,Sim,PF,AutoCenter
1141,2022-11-30,Yvonne Morton,65,Feminino,Rio de Janeiro,RJ,i30,Hyundai,2019,40632.96,Preto,Sim,2,Sim,PJ,Brasil Carros
1142,2022-08-28,Marvin Mcintosh,55,Masculino,Vitória da Conquista,BA,Creta,Hyundai,2021,245891.63,Preto,Sim,4,Não,PJ,Meu Carro Novo
1143,2023-04-20,Ashley Beck,64,Feminino,Campinas,SP,Fit,Honda,2018,87704.14,Prata,Sim,2,Não,PJ,Carro Ideal
1144,2023-06-28,Jared Chavez,34,Feminino,Cachoeiro de Itapemirim,ES,Tracker,Chevrolet,2019,252788.01,Branco,Não,2,Não,PF,Meu Carro Novo
1145,2021-08-07,Rhonda Cole,65,Feminino,Belo Horizonte,MG,Gol,Volkswagen,2018,58111.15,Branco,Sim,4,Sim,PJ,Top Car Veículos
1146,2020-12-04,Richard Mathis DDS,61,Feminino,Vitória da Conquista,BA,Civic,Honda,2017,88098.46,Amarelo,Sim,2,Não,PJ,Carros & Cia
1147,2020-08-06,Shane Boyd II,37,Masculino,Santa Maria,RS,Yaris,Toyota,2017,155145.35,Vermelho,Não,4,Sim,PJ,Brasil Carros
1148,2021-07-15,Brian Weber,60,Feminino,Serra,ES,Hilux,Toyota,2018,213577.76,Verde,Sim,4,Não,PJ,AutoCenter
1149,2021-05-22,Christopher House,53,Masculino,Belo Horizonte,MG,Virtus,Volkswagen,2020,122922.23,Branco,Sim,2,Não,PF,Viva Carros
1150,2023-11-20,David Watts,39,Feminino,Lages,SC,Yaris,Toyota,2023,94504.27,Cinza,Sim,4,Sim,PF,Meu Carro Novo
1151,2021-09-05,Jerry Adams,48,Feminino,Juiz de Fora,MG,Cobalt,Chevrolet,2016,203247.47,Amarelo,Não,2,Não,PF,Carros do Brasil
1152,2024-01-01,Michael Castillo,41,Masculino,Cachoeiro de Itapemirim,ES,Onix,Chevrolet,2015,76337.83,Branco,Sim,4,Sim,PF,Carros do Brasil
1153,2019-11-16,Troy Thomas,51,Feminino,Jaboatão dos Guararapes,PE,HB20,Hyundai,2016,41550.18,Amarelo,Sim,2,Sim,PF,Viva Carros
1154,2019-05-25,Angela Quinn,59,Feminino,Petrolina,PE,Onix,Chevrolet,2015,33958.22,Bege,Sim,4,Sim,PF,Top Car Veículos
1155,2021-03-27,John Mendoza PhD,63,Feminino,São Paulo,SP,HB20,Hyundai,2018,76966.39,Preto,Sim,4,Não,PJ,Brasil Carros
1156,2023-09-10,Lisa Holmes,36,Masculino,Volta Redonda,RJ,S10,Chevrolet,2022,201797.15,Vermelho,Não,4,Sim,PJ,Fácil Carro
1157,2019-11-21,Cheryl Morgan,38,Masculino,Cabo Frio,RJ,Ka,Ford,2016,38420.55,Verde,Sim,2,Sim,PF,Meu Carro Novo
1158,2019-02-10,Tracy Rice,41,Feminino,Ilhéus,BA,Gol,Volkswagen,2016,62662.89,Verde,Sim,2,Não,PF,Brasil Carros
1159,2022-04-09,Tammy Lyons,66,Masculino,Luziânia,GO,S10,Chevrolet,2018,172300.13,Prata,Não,2,Não,PF,Carros do Brasil
1160,2023-02-04,Michael Mullins,30,Feminino,Pelotas,RS,HB20,Hyundai,2018,62404.2,Preto,Sim,2,Sim,PJ,Carro Ideal
1161,2019-07-29,William Nelson,59,Feminino,Caxias do Sul,RS,Creta,Hyundai,2019,151997.07,Cinza,Sim,4,Sim,PJ,Top Car Veículos
1162,2023-02-20,Richard Wright,37,Feminino,Lages,SC,Yaris,Toyota,2019,139780.72,Amarelo,Sim,4,Não,PF,Carros do Brasil
1163,2023-03-04,Mr. Ryan Kline,66,Feminino,Jaboatão dos Guararapes,PE,Creta,Hyundai,2022,123521.2,Verde,Sim,4,Não,PJ,Super Carros
1164,2019-09-17,William Anderson,45,Masculino,Lages,SC,Hilux,Toyota,2017,147291.93,Prata,Sim,2,Não,PJ,Fácil Carro
1165,2019-07-27,Lisa Mullins,36,Masculino,Santa Maria,RS,Onix,Chevrolet,2016,58196.45,Prata,Sim,4,Sim,PJ,Brasil Carros
1166,2020-01-21,Mathew Jones,57,Feminino,Niterói,RJ,Corolla,Toyota,2017,92397.55,Preto,Sim,4,Não,PJ,Carros & Cia
1167,2020-09-25,Jeremy Davis,41,Feminino,Feira de Santana,BA,Hilux,Toyota,2018,180618.91,Branco,Sim,4,Não,PJ,Meu Carro Novo
1168,2020-06-16,Kimberly Krause,64,Feminino,São Paulo,SP,Fit,Honda,2017,41225.49,Bege,Sim,4,Sim,PJ,Super Carros
1169,2021-10-19,Ronald Esparza,34,Feminino,Foz do Iguaçu,PR,Tracker,Chevrolet,2021,100176.29,Prata,Sim,4,Sim,PF,Super Carros
1170,2020-02-29,Jason Macias,41,Masculino,Rio Verde,GO,Creta,Hyundai,2020,150651.02,Azul,Sim,2,Não,PF,AutoCenter
1171,2020-05-15,Austin Moore,64,Masculino,Contagem,MG,Ranger,Ford,2018,229429.41,Azul,Sim,4,Sim,PJ,Carros do Brasil
1172,2020-09-11,Diana Hernandez,68,Feminino,Vitória,ES,Gol,Volkswagen,2016,68630.51,Bege,Sim,4,Sim,PJ,Top Car Veículos
1173,2020-02-18,Jennifer Olsen,60,Feminino,Pelotas,RS,Ka,Ford,2020,39162.01,Azul,Sim,4,Sim,PJ,Meu Carro Novo
1174,2021-11-25,Ann Powell,67,Masculino,Ponta Grossa,PR,Virtus,Volkswagen,2015,110257.0,Verde,Não,2,Não,PJ,Brasil Carros
1175,2023-02-12,John Sloan,57,Masculino,São Bernardo do Campo,SP,Corolla,Toyota,2017,171344.06,Branco,Sim,2,Não,PF,Carros do Brasil
1176,2021-03-08,Angelica Ali,54,Masculino,Blumenau,SC,Tracker,Chevrolet,2015,208610.06,Branco,Sim,2,Não,PF,Meu Carro Novo
1177,2021-09-19,Miss Erin Rogers,27,Feminino,Sorocaba,SP,Yaris,Toyota,2020,145477.99,Vermelho,Sim,2,Não,PJ,AutoCenter
1178,2022-07-17,Antonio Humphrey,39,Feminino,Foz do Iguaçu,PR,Gol,Volkswagen,2020,85359.29,Cinza,Sim,2,Não,PJ,Carros & Cia
1179,2019-10-31,Michele Prince MD,58,Masculino,Olinda,PE,Tracker,Chevrolet,2016,84019.31,Vermelho,Sim,2,Não,PF,Brasil Carros
1180,2024-06-10,Catherine Martinez,43,Feminino,Sorocaba,SP,HB20,Hyundai,2017,80176.15,Branco,Sim,4,Não,PF,Super Carros
1181,2019-03-04,Rhonda Ayala,34,Feminino,Curitiba,PR,HB20,Hyundai,2015,69563.6,Preto,Não,4,Não,PF,Carros & Cia
1182,2021-12-23,David Hill,62,Feminino,Juiz de Fora,MG,HR-V,Honda,2017,101856.12,Cinza,Não,4,Sim,PF,Meu Carro Novo
1183,2022-11-10,Diane Randall,45,Masculino,Vitória,ES,Creta,Hyundai,2016,105881.07,Verde,Sim,4,Sim,PJ,Meu Carro Novo
1184,2019-03-05,Olivia Wright,58,Feminino,Feira de Santana,BA,i30,Hyundai,2019,143995.66,Bege,Sim,2,Não,PF,Fácil Carro
1185,2024-12-24,Michael Thompson,46,Feminino,Cabo Frio,RJ,HB20,Hyundai,2018,64744.69,Azul,Sim,2,Não,PF,Viva Carros
1186,2024-07-14,Glen Murphy,24,Feminino,Vila Velha,ES,Polo,Volkswagen,2019,89029.57,Preto,Sim,4,Sim,PJ,Carro Ideal
1187,2022-10-24,Tracy Davidson,42,Feminino,Criciúma,SC,Tracker,Chevrolet,2018,211495.04,Vermelho,Sim,2,Não,PJ,Carros & Cia
1188,2021-02-11,Christopher Wolf,26,Masculino,Porto Alegre,RS,Cobalt,Chevrolet,2017,102553.67,Branco,Sim,4,Não,PF,Top Car Veículos
1189,2019-07-01,Jessica Walters,52,Feminino,Itabuna,BA,Fit,Honda,2019,44986.28,Branco,Não,2,Não,PF,Meu Carro Novo
1190,2019-07-02,Levi Burns,28,Masculino,Aparecida de Goiânia,GO,Corolla,Toyota,2017,73098.56,Prata,Não,2,Sim,PF,Super Carros
1191,2024-04-05,Bruce Padilla,30,Masculino,Rio de Janeiro,RJ,T-Cross,Volkswagen,2023,289387.5,Cinza,Não,4,Sim,PJ,Carro Ideal
1192,2020-01-15,William Garcia,69,Masculino,Santa Maria,RS,HB20,Hyundai,2018,60021.96,Cinza,Sim,2,Sim,PJ,Fácil Carro
